"id"	"name"	"synonym"	"def"	"is_a"	"xref"	"relationship"	"comment"	"is_obsolete"	"replaced_by"	"property_value"	"other"
"MS:1000514"	"m/z array"	NA	"\"A data array of m/z values.\" [PSI:MS]"	"MS:1000513 ! binary data array"	"binary-data-type:MS\:1000523 \"64-bit float\""	"has_units MS:1000040 ! m/z"	NA	FALSE	NA	NA	NA
"MS:1000515"	"intensity array"	NA	"\"A data array of intensity values.\" [PSI:MS]"	"MS:1000513 ! binary data array"	"binary-data-type:MS\:1000523 \"64-bit float\""	"has_units MS:1000131 ! number of detector counts; has_units MS:1000132 ! percent of base peak; has_units MS:1000814 ! counts per second; has_units MS:1000905 ! percent of base peak times 100; has_units UO:0000269 ! absorbance unit"	NA	FALSE	NA	NA	NA
"MS:1000516"	"charge array"	NA	"\"A data array of charge values.\" [PSI:MS]"	"MS:1000513 ! binary data array"	"binary-data-type:MS\:1000519 \"32-bit integer\""	NA	NA	FALSE	NA	NA	NA
"MS:1000517"	"signal to noise array"	NA	"\"A data array of signal-to-noise values.\" [PSI:MS]"	"MS:1000513 ! binary data array"	"binary-data-type:MS\:1000523 \"64-bit float\""	NA	NA	FALSE	NA	NA	NA
"MS:1000518"	"binary data type"	NA	"\"Encoding type of binary data specifying the binary representation and precision, e.g. 64-bit float.\" [PSI:MS]"	NA	NA	"part_of MS:1000442 ! spectrum; part_of MS:1000625 ! chromatogram"	NA	FALSE	NA	NA	NA
"MS:1000519"	"32-bit integer"	NA	"\"Signed 32-bit little-endian integer.\" [PSI:MS]"	"MS:1000518 ! binary data type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000520"	"16-bit float"	NA	"\"OBSOLETE Signed 16-bit float.\" [PSI:MS]"	"MS:1000518 ! binary data type"	NA	NA	NA	TRUE	NA	NA	NA
"MS:1000521"	"32-bit float"	NA	"\"32-bit precision little-endian floating point conforming to IEEE-754.\" [PSI:MS]"	"MS:1000518 ! binary data type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000522"	"64-bit integer"	NA	"\"Signed 64-bit little-endian integer.\" [PSI:MS]"	"MS:1000518 ! binary data type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000523"	"64-bit float"	NA	"\"64-bit precision little-endian floating point conforming to IEEE-754.\" [PSI:MS]"	"MS:1000518 ! binary data type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000524"	"data file content"	NA	"\"Describes the data content on the file.\" [PSI:MS]"	NA	NA	"part_of MS:1000577 ! source data file"	NA	FALSE	NA	NA	NA
"MS:1000525"	"spectrum representation"	NA	"\"Way in which the spectrum is represented, either with regularly spaced data points or with a list of centroided peaks.\" [PSI:MS]"	NA	NA	"part_of MS:1000442 ! spectrum"	NA	FALSE	NA	NA	NA
"MS:1000526"	"Waters raw format"	NA	"\"Waters data file format found in a Waters RAW directory, generated from an MS acquisition.\" [PSI:MS]"	"MS:1000560 ! mass spectrometer file format"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000527"	"highest observed m/z"	NA	"\"Highest m/z value observed in the m/z array.\" [PSI:MS]"	"MS:1003058 ! spectrum property"	"value-type:xsd\:float \"The allowed value-type for this CV term.\""	"has_units MS:1000040 ! m/z; has_value_type xsd\:float ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1000528"	"lowest observed m/z"	NA	"\"Lowest m/z value observed in the m/z array.\" [PSI:MS]"	"MS:1003058 ! spectrum property"	"value-type:xsd\:float \"The allowed value-type for this CV term.\""	"has_units MS:1000040 ! m/z; has_value_type xsd\:float ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1000529"	"instrument serial number"	NA	"\"Serial Number of the instrument.\" [PSI:MS]"	"MS:1000496 ! instrument attribute"	"value-type:xsd\:string \"The allowed value-type for this CV term.\""	"has_value_type xsd\:string ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1000530"	"file format conversion"	NA	"\"Conversion of one file format to another.\" [PSI:MS]"	"MS:1000452 ! data transformation"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000531"	"software"	NA	"\"Software related to the recording or transformation of spectra.\" [PSI:MS]"	NA	NA	"part_of MS:0000000 ! Proteomics Standards Initiative Mass Spectrometry Vocabularies"	NA	FALSE	NA	NA	NA
"MS:1000532"	"Xcalibur"	NA	"\"Thermo Finnigan software for data acquisition and analysis.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000533"	"Bioworks"	"\"Bioworks Browser\" RELATED []"	"\"Thermo Finnigan software for data analysis of peptides and proteins.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000534"	"MassLynx"	NA	"\"Micromass software for data acquisition and analysis.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000535"	"FlexAnalysis"	NA	"\"Bruker software for data analysis.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000536"	"Data Explorer"	NA	"\"Applied Biosystems software for data acquisition and analysis.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000537"	"4700 Explorer"	NA	"\"Applied Biosystems software for data acquisition and analysis.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000538"	"massWolf"	"\"wolf\" EXACT []"	"\"A software for converting Waters raw directory format to mzXML or mzML. MassWolf was originally developed at the Institute for Systems Biology.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000539"	"Voyager Biospectrometry Workstation System"	NA	"\"Applied Biosystems MALDI-TOF data acquisition and analysis system.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000540"	"FlexControl"	NA	"\"Bruker software for data acquisition.\" [PSI:MS]"	"MS:1001455 ! acquisition software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000541"	"ReAdW"	NA	"\"A software program for converting Thermo Finnigan RAW file format to mzXML or mzML. ReAdW was originally developed at the Institute for Systems Biology. Its whimsical interleaved spelling and capitalization is pronounced \\"readraw\\".\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000542"	"MzStar"	NA	"\"A software program for converting Applied Biosystems wiff file format to mzXML format. MzStar was originally developed at the Institute for Systems Biology. It is now obsoleted by the MzWiff program.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000543"	"data processing action"	NA	"\"Data processing attribute used to describe the type of data processing performed on the data file.\" [PSI:MS]"	"MS:1000452 ! data transformation"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000544"	"Conversion to mzML"	NA	"\"Conversion of a file format to Proteomics Standards Initiative mzML file format.\" [PSI:MS]"	"MS:1000530 ! file format conversion"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000545"	"Conversion to mzXML"	NA	"\"Conversion of a file format to Institute of Systems Biology mzXML file format.\" [PSI:MS]"	"MS:1000530 ! file format conversion"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000546"	"Conversion to mzData"	NA	"\"Conversion of a file format to Proteomics Standards Initiative mzData file format.\" [PSI:MS]"	"MS:1000530 ! file format conversion"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000547"	"object attribute"	NA	"\"Object Attribute.\" [PSI:MS]"	NA	NA	"part_of MS:1001458 ! spectrum generation information"	NA	FALSE	NA	NA	NA
"MS:1000548"	"sample attribute"	NA	"\"Sample properties that are associated with a value.\" [PSI:MS]"	"MS:1000547 ! object attribute"	NA	"part_of MS:1000457 ! sample"	NA	FALSE	NA	NA	NA
"MS:1000549"	"selection window attribute"	NA	"\"Selection window properties that are associated with a value.\" [PSI:MS]"	"MS:1000547 ! object attribute"	NA	"part_of MS:1000441 ! scan"	NA	FALSE	NA	NA	NA
"MS:1000550"	"time unit"	NA	"\"OBSOLETE Time Unit.\" [PSI:MS]"	NA	NA	NA	"This term was made obsolete because it was redundant with the Unit Ontology term time unit (UO:0000003)."	TRUE	NA	NA	NA
"MS:1000551"	"Analyst"	NA	"\"SCIEX or Applied Biosystems|MDS SCIEX software for data acquisition.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000552"	"maldi spot identifier"	NA	"\"OBSOLETE Maldi Spot Identifier.\" [PSI:MS]"	NA	NA	NA	"This former purgatory term was made obsolete."	TRUE	NA	NA	NA
"MS:1000553"	"Trapper"	NA	"\"A software program for converting Agilent MassHunter format to mzXML or mzML. Trapper was originally developed at the Institute for Systems Biology.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000554"	"LCQ Deca"	NA	"\"ThermoFinnigan LCQ Deca.\" [PSI:MS]"	"MS:1000125 ! Thermo Finnigan instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000555"	"LTQ Orbitrap Discovery"	NA	"\"LTQ Orbitrap Discovery.\" [PSI:MS]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000556"	"LTQ Orbitrap XL"	NA	"\"LTQ Orbitrap XL.\" [PSI:MS]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000557"	"LTQ FT Ultra"	NA	"\"LTQ FT Ultra.\" [PSI:MS]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000558"	"GC Quantum"	NA	"\"GC Quantum.\" [PSI:MS]"	"MS:1000125 ! Thermo Finnigan instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000559"	"spectrum type"	NA	"\"Spectrum type.\" [PSI:MS]"	NA	NA	"part_of MS:1000442 ! spectrum"	NA	FALSE	NA	NA	NA
"MS:1000560"	"mass spectrometer file format"	NA	"\"The format of the file being used. This could be a instrument or vendor specific proprietary file format or a converted open file format.\" [PSI:MS]"	"MS:1001459 ! file format"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000561"	"data file checksum type"	NA	"\"Checksum is a form of redundancy check, a simple way to protect the integrity of data by detecting errors in data.\" [PSI:MS]"	NA	NA	"part_of MS:1000577 ! source data file"	NA	FALSE	NA	NA	NA
"MS:1000562"	"ABI WIFF format"	NA	"\"Applied Biosystems WIFF file format.\" [PSI:MS]"	"MS:1000560 ! mass spectrometer file format"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000563"	"Thermo RAW format"	NA	"\"Thermo Scientific RAW file format.\" [PSI:MS]"	"MS:1000560 ! mass spectrometer file format"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000564"	"PSI mzData format"	NA	"\"Proteomics Standards Inititative mzData file format.\" [PSI:MS]"	"MS:1000560 ! mass spectrometer file format"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000565"	"Micromass PKL format"	NA	"\"Micromass PKL file format.\" [PSI:MS]"	"MS:1000560 ! mass spectrometer file format"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000566"	"ISB mzXML format"	NA	"\"Institute of Systems Biology mzXML file format.\" [PSI:MS]"	"MS:1000560 ! mass spectrometer file format"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000567"	"Bruker/Agilent YEP format"	NA	"\"Bruker/Agilent YEP file format.\" [PSI:MS]"	"MS:1000560 ! mass spectrometer file format"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000568"	"MD5"	NA	"\"MD5 (Message-Digest algorithm 5) is a (now deprecated) cryptographic hash function with a 128-bit hash value used to check the integrity of files.\" [PSI:MS]"	"MS:1000561 ! data file checksum type"	"value-type:xsd\:string \"The allowed value-type for this CV term.\""	"has_value_type xsd\:string ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1000569"	"SHA-1"	NA	"\"SHA-1 (Secure Hash Algorithm-1) is a cryptographic hash function designed by the National Security Agency (NSA). It is also used to verify file integrity. Since 2011 it has been deprecated by the NIST as a U. S. government standard.\" [PSI:MS]"	"MS:1000561 ! data file checksum type"	"value-type:xsd\:string \"The allowed value-type for this CV term.\""	"has_value_type xsd\:string ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1000570"	"spectra combination"	NA	"\"Method used to combine the mass spectra.\" [PSI:MS]"	NA	NA	"part_of MS:1000442 ! spectrum"	NA	FALSE	NA	NA	NA
"MS:1000571"	"sum of spectra"	NA	"\"Spectra Sum.\" [PSI:MS]"	"MS:1000570 ! spectra combination"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000572"	"binary data compression type"	NA	"\"Compression Type.\" [PSI:MS]"	NA	NA	"part_of MS:1000442 ! spectrum; part_of MS:1000625 ! chromatogram"	NA	FALSE	NA	NA	NA
"MS:1000573"	"median of spectra"	NA	"\"Spectra is combined by calculating the median of the spectra.\" [PSI:MS]"	"MS:1000570 ! spectra combination"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000574"	"zlib compression"	NA	"\"Zlib.\" [PSI:MS]"	"MS:1000572 ! binary data compression type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000575"	"mean of spectra"	NA	"\"Spectra is combined by calculating the mean of the spectra.\" [PSI:MS]"	"MS:1000570 ! spectra combination"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000576"	"no compression"	NA	"\"No Compression.\" [PSI:MS]"	"MS:1000572 ! binary data compression type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000577"	"source data file"	"\"source file\" EXACT []"	"\"Data file from which an entity is sourced.\" [PSI:MS]"	"MS:1000499 ! spectrum attribute"	NA	"part_of MS:1001458 ! spectrum generation information"	NA	FALSE	NA	NA	NA
"MS:1000578"	"LCQ Fleet"	NA	"\"LCQ Fleet.\" [PSI:MS]"	"MS:1000125 ! Thermo Finnigan instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000579"	"MS1 spectrum"	"\"Single-Stage Mass Spectrometry\" EXACT []"	"\"Mass spectrum created by a single-stage MS experiment or the first stage of a multi-stage experiment.\" [PSI:MS]"	"MS:1000294 ! mass spectrum"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000580"	"MSn spectrum"	"\"product ion spectrum\" EXACT []"	"\"MSn refers to multi-stage MS2 experiments designed to record product ion spectra where n is the number of product ion stages (progeny ions). For ion traps, sequential MS/MS experiments can be undertaken where n > 2 whereas for a simple triple quadrupole system n=2. Use the term ms level (MS:1000511) for specifying n.\" [PSI:MS]"	"MS:1000294 ! mass spectrum"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000581"	"CRM spectrum"	NA	"\"Spectrum generated from MSn experiment with three or more stages of m/z separation and in which a particular multi-step reaction path is monitored.\" [PSI:MS]"	"MS:1000294 ! mass spectrum"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000582"	"SIM spectrum"	"\"selected ion monitoring spectrum\" EXACT []"	"\"Spectrum obtained with the operation of a mass spectrometer in which the abundances of one ion or several ions of specific m/z values are recorded rather than the entire mass spectrum (Selected Ion Monitoring).\" [PSI:MS]"	"MS:1000294 ! mass spectrum"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000583"	"SRM spectrum"	"\"selected reaction monitoring spectrum\" EXACT []"	"\"Spectrum obtained when data are acquired from specific product ions corresponding to m/z values of selected precursor ions a recorded via two or more stages of mass spectrometry. The precursor/product ion pair is called a transition pair. Data can be obtained for a single transition pair or multiple transition pairs. Multiple time segments of different transition pairs can exist in a single file. Single precursor ions can have multiple product ions consitituting multiple transition pairs. Selected reaction monitoring can be performed as tandem mass spectrometry in time or tandem mass spectrometry in space.\" [PSI:MS]"	"MS:1000294 ! mass spectrum"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000584"	"mzML format"	NA	"\"Proteomics Standards Inititative mzML file format.\" [PSI:MS]"	"MS:1000560 ! mass spectrometer file format"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000585"	"contact attribute"	NA	"\"Details about a person or organization to contact in case of concern or discussion about the file.\" [PSI:MS]"	"MS:1000547 ! object attribute"	NA	"part_of MS:0000000 ! Proteomics Standards Initiative Mass Spectrometry Vocabularies"	NA	FALSE	NA	NA	NA
"MS:1000586"	"contact name"	NA	"\"Name of the contact person or organization.\" [PSI:MS]"	"MS:1000585 ! contact attribute"	"value-type:xsd\:string \"The allowed value-type for this CV term.\""	"has_value_type xsd\:string ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1000587"	"contact address"	NA	"\"Postal address of the contact person or organization.\" [PSI:MS]"	"MS:1000585 ! contact attribute"	"value-type:xsd\:string \"The allowed value-type for this CV term.\""	"has_value_type xsd\:string ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1000588"	"contact URL"	NA	"\"Uniform Resource Locator related to the contact person or organization.\" [PSI:MS]"	"MS:1000585 ! contact attribute"	"value-type:xsd\:string \"The allowed value-type for this CV term.\""	"has_value_type xsd\:string ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1000589"	"contact email"	NA	"\"Email address of the contact person or organization.\" [PSI:MS]"	"MS:1000585 ! contact attribute"	"value-type:xsd\:string \"The allowed value-type for this CV term.\""	"has_value_type xsd\:string ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1000590"	"contact affiliation"	NA	"\"Home institution of the contact person.\" [PSI:MS]"	"MS:1000585 ! contact attribute"	"value-type:xsd\:string \"The allowed value-type for this CV term.\""	"has_value_type xsd\:string ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1000591"	"MzWiff"	NA	"\"A software program for converting Applied Biosystems wiff file format to the mzXML or mzML format. MzWiff is currently maintained at the Institute for Systems Biology. It replaces the slower mzStar program.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000592"	"smoothing"	NA	"\"A process of reducing spikes of intensity in order to reduce noise while preserving real peak signal. Many algorithms can be applied for this process.\" [PSI:MS]"	"MS:1000543 ! data processing action"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000593"	"baseline reduction"	NA	"\"A process of removal of varying intensities generated due to variable energy absorption before further processing can take place. Baseline reduction facilitates meaningful comparision between intensities of m/z values.\" [PSI:MS]"	"MS:1000543 ! data processing action"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000594"	"low intensity data point removal"	"\"thresholding\" EXACT []"	"\"The removal of very low intensity data points that are likely to be spurious noise rather than real signal.\" [PSI:MS]"	"MS:1001486 ! data filtering"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000595"	"time array"	NA	"\"A data array of relative time offset values from a reference time.\" [PSI:MS]"	"MS:1000513 ! binary data array"	"binary-data-type:MS\:1000523 \"64-bit float\""	"has_units UO:0000010 ! second; has_units UO:0000031 ! minute"	NA	FALSE	NA	NA	NA
"MS:1000596"	"measurement method"	NA	"\"An attribute of resolution when recording the detector response in absence of the analyte.\" [PSI:MS]"	NA	NA	"part_of MS:1001458 ! spectrum generation information"	NA	FALSE	NA	NA	NA
"MS:1000597"	"ion optics type"	NA	"\"The electrical potential used to impart kinetic energy to ions in a mass spectrometer.\" [PSI:MS]"	"MS:1000462 ! ion optics"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000598"	"electron transfer dissociation"	"\"ETD\" EXACT []"	"\"A process to fragment ions in a mass spectrometer by inducing fragmentation of cations (e.g. peptides or proteins) by transferring electrons to them.\" [PSI:MS]"	"MS:1000044 ! dissociation method"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000599"	"pulsed q dissociation"	"\"PQD\" EXACT []"	"\"A process that involves precursor ion activation at high Q, a time delay to allow the precursor to fragment, then a rapid pulse to low Q where all fragment ions are trapped. The product ions can then be scanned out of the ion trap and detected.\" [PSI:MS]"	"MS:1000044 ! dissociation method"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000600"	"Proteios"	NA	"\"Database application and analysis platform for proteomics.\" [PSI:MS, source:http://www.proteios.org]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000601"	"ProteinLynx Global Server"	NA	"\"Waters software for data analysis.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000602"	"Shimadzu MALDI-TOF instrument model"	NA	"\"Shimadzu MALDI-TOF instrument model.\" [PSI:MS]"	"MS:1000124 ! Shimadzu instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000603"	"Shimadzu Scientific Instruments instrument model"	NA	"\"Shimadzu Scientific Instruments instrument model.\" [PSI:MS]"	"MS:1000124 ! Shimadzu instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000604"	"LCMS-IT-TOF"	NA	"\"Shimadzu Scientific Instruments LCMS-IT-TOF MS.\" [PSI:MS]"	"MS:1000603 ! Shimadzu Scientific Instruments instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000605"	"LCMS-2010EV"	NA	"\"Shimadzu Scientific Instruments LCMS-2010EV MS.\" [PSI:MS]"	"MS:1000603 ! Shimadzu Scientific Instruments instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000606"	"LCMS-2010A"	NA	"\"Shimadzu Scientific Instruments LCMS-2010A MS.\" [PSI:MS]"	"MS:1000603 ! Shimadzu Scientific Instruments instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000607"	"AXIMA CFR MALDI-TOF"	NA	"\"Shimadzu Biotech AXIMA CFR MALDI-TOF MS.\" [PSI:MS]"	"MS:1000602 ! Shimadzu MALDI-TOF instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000608"	"AXIMA-QIT"	NA	"\"Shimadzu Biotech AXIMA-QIT MS.\" [PSI:MS]"	"MS:1000602 ! Shimadzu MALDI-TOF instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000609"	"AXIMA-CFR plus"	NA	"\"Shimadzu Biotech AXIMA-CFR plus MS.\" [PSI:MS]"	"MS:1000602 ! Shimadzu MALDI-TOF instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000610"	"AXIMA Performance MALDI-TOF/TOF"	NA	"\"Shimadzu Biotech AXIMA Performance MALDI-TOF/TOF MS.\" [PSI:MS]"	"MS:1000602 ! Shimadzu MALDI-TOF instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000611"	"AXIMA Confidence MALDI-TOF"	NA	"\"Shimadzu Biotech AXIMA Confidence MALDI-TOF (curved field reflectron) MS.\" [PSI:MS]"	"MS:1000602 ! Shimadzu MALDI-TOF instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000612"	"AXIMA Assurance Linear MALDI-TOF"	NA	"\"Shimadzu Biotech AXIMA Assurance Linear MALDI-TOF MS.\" [PSI:MS]"	"MS:1000602 ! Shimadzu MALDI-TOF instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000613"	"DTA format"	NA	"\"SEQUEST DTA file format.\" [PSI:MS]"	"MS:1000560 ! mass spectrometer file format"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000614"	"ProteinLynx Global Server mass spectrum XML format"	NA	"\"Peak list file format used by ProteinLynx Global Server.\" [PSI:MS]"	"MS:1000560 ! mass spectrometer file format"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000615"	"ProteoWizard software"	"\"pwiz\" EXACT []"	"\"ProteoWizard software for data processing and analysis. Primarily developed by the labs of P. Malick and D. Tabb.\" [PSI:MS]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000616"	"preset scan configuration"	NA	"\"A user-defined scan configuration that specifies the instrumental settings in which a spectrum is acquired. An instrument may cycle through a list of preset scan configurations to acquire data. This is a more generic term for the Thermo \\"scan event\\", which is defined in the Thermo Xcalibur glossary as: a mass spectrometer scan that is defined by choosing the necessary scan parameter settings. Multiple scan events can be defined for each segment of time.\" [PSI:MS]"	"MS:1000503 ! scan attribute"	"value-type:xsd\:string \"The allowed value-type for this CV term.\""	"has_value_type xsd\:string ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1000617"	"wavelength array"	NA	"\"A data array of electromagnetic radiation wavelength values.\" [PSI:MS]"	"MS:1000513 ! binary data array"	"binary-data-type:MS\:1000523 \"64-bit float\""	"has_units UO:0000018 ! nanometer"	NA	FALSE	NA	NA	NA
"MS:1000618"	"highest observed wavelength"	NA	"\"Highest wavelength observed in an EMR spectrum.\" [PSI:MS]"	"MS:1000808 ! chromatogram attribute"	"value-type:xsd\:float \"The allowed value-type for this CV term.\""	"has_units UO:0000018 ! nanometer; has_value_type xsd\:float ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1000619"	"lowest observed wavelength"	NA	"\"Lowest wavelength observed in an EMR spectrum.\" [PSI:MS]"	"MS:1000808 ! chromatogram attribute"	"value-type:xsd\:float \"The allowed value-type for this CV term.\""	"has_units UO:0000018 ! nanometer; has_value_type xsd\:float ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1000620"	"PDA spectrum"	NA	"\"OBSOLETE Spectrum generated from a photodiode array detector (ultraviolet/visible spectrum).\" [PSI:MS]"	"MS:1000559 ! spectrum type"	NA	NA	"This term was made obsolete because it was replaced by absorption spectrum (MS:1000806)."	TRUE	NA	NA	NA
"MS:1000621"	"photodiode array detector"	"\"PDA\" EXACT []"	"\"An array detector used to record spectra in the ultraviolet and visible region of light.\" [PSI:MS]"	"MS:1000345 ! array detector"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000622"	"Surveyor PDA"	NA	"\"Surveyor PDA.\" [PSI:MS]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000623"	"Accela PDA"	NA	"\"Accela PDA.\" [PSI:MS]"	"MS:1000494 ! Thermo Scientific instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000624"	"inductive detector"	"\"image current detector\" EXACT []"	"\"Inductive detector.\" [PSI:MS]"	"MS:1000026 ! detector type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000625"	"chromatogram"	NA	"\"Representation of a chromatographic separation attribute measurement versus time.\" [PSI:MS]"	NA	NA	"part_of MS:1001458 ! spectrum generation information"	NA	FALSE	NA	NA	NA
"MS:1000626"	"chromatogram type"	NA	"\"Type of chromatogram measurement being represented.\" [PSI:MS]"	NA	NA	"part_of MS:1000625 ! chromatogram"	NA	FALSE	NA	NA	NA
"MS:1000627"	"selected ion current chromatogram"	"\"SIC chromatogram\" EXACT []"	"\"Representation of an array of the measurements of a specific single ion current versus time.\" [PSI:MS]"	"MS:1000810 ! ion current chromatogram"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000628"	"basepeak chromatogram"	NA	"\"Representation of an array of the most intense peaks versus time.\" [PSI:MS]"	"MS:1000810 ! ion current chromatogram"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1000629"	"low intensity threshold"	NA	"\"Threshold below which some action is taken.\" [PSI:MS]"	"MS:1000630 ! data processing parameter"	"value-type:xsd\:float \"The allowed value-type for this CV term.\""	"has_units MS:1000131 ! number of detector counts; has_units MS:1000132 ! percent of base peak; has_units MS:1000814 ! counts per second; has_units MS:1000905 ! percent of base peak times 100; has_units UO:0000269 ! absorbance unit; has_value_type xsd\:float ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
